gene,export,import,pair,cell_type,mean,std,n
CD3E,CLCN3,CLCN5,CLCN3@CLCN5,T Cell,2.0524838e-06,1.3583094e-06,9364
CD3E,CLCN5,CLCN3,CLCN5@CLCN3,T Cell,2.41039e-06,7.8218443e-07,9364
CD3E,CD36,CD36,CD36@CD36,T Cell,-7.001412e-08,2.2968491e-08,9364
CD3E,SLC1A3,SLC1A3,SLC1A3@SLC1A3,T Cell,3.4044575e-08,2.6997531e-08,9364
CD3E,SLC2A1,SLC2A1,SLC2A1@SLC2A1,T Cell,-6.374981e-08,3.0460814e-08,9364
CD3E,SLC2A3,SLC2A3,SLC2A3@SLC2A3,T Cell,1.4531065e-05,5.502984e-06,9364
CD3E,SLC2A1,SLC2A3,SLC2A1@SLC2A3,T Cell,4.777122e-07,3.9846265e-07,9364
CD3E,SLC2A3,SLC2A1,SLC2A3@SLC2A1,T Cell,2.3923383e-06,4.18053e-07,9364
CD3E,ABCB1,SLCO2B1,ABCB1@SLCO2B1,T Cell,-1.3196541e-08,7.3212614e-09,9364
CD3E,SLCO2B1,ABCB1,SLCO2B1@ABCB1,T Cell,5.5667597e-06,1.2012574e-06,9364
CD3E,CHRNA5,SLC29A1,CHRNA5@SLC29A1,T Cell,-1.2375621e-06,3.9938143e-07,9364
CD3E,SLC29A1,CHRNA5,SLC29A1@CHRNA5,T Cell,-7.4872156e-07,5.6352246e-07,9364
CD3E,CD36,MSR1,CD36@MSR1,T Cell,-3.5790483e-06,2.8223635e-06,9364
CD3E,MSR1,CD36,MSR1@CD36,T Cell,-2.2557263e-06,5.121506e-07,9364
CD3E,CD36,CPT1A,CD36@CPT1A,T Cell,3.0710878e-06,6.6367625e-07,9364
CD3E,CPT1A,CD36,CPT1A@CD36,T Cell,1.623947e-09,1.2410026e-09,9364
CD3E,MSR1,MSR1,MSR1@MSR1,T Cell,-1.7312645e-05,6.726748e-06,9364
CD3E,CPT1A,MSR1,CPT1A@MSR1,T Cell,-9.864906e-06,2.313437e-06,9364
CD3E,MSR1,CPT1A,MSR1@CPT1A,T Cell,-3.6081866e-07,7.311324e-08,9364
CD3E,CPT1A,CPT1A,CPT1A@CPT1A,T Cell,1.2728317e-06,8.305565e-07,9364
CD3E,FOLR2,FOLR2,FOLR2@FOLR2,T Cell,-2.947131e-07,7.2499724e-08,9364
CD3E,ABCC2,ABCC4,ABCC2@ABCC4,T Cell,-2.4563468e-07,5.6105197e-08,9364
CD3E,ABCC1,ABCC1,ABCC1@ABCC1,T Cell,1.3999548e-06,4.0154185e-07,9364
CD3E,ABCC1,ABCC4,ABCC1@ABCC4,T Cell,5.659473e-08,3.113667e-08,9364
CD3E,ABCC4,ABCC1,ABCC4@ABCC1,T Cell,-3.4935983e-08,2.114588e-08,9364
CD3E,LRP1,LRP1,LRP1@LRP1,T Cell,-1.0882176e-05,3.3138483e-06,9364
CD3E,CUBN,SLC3A2,CUBN@SLC3A2,T Cell,1.8353306e-07,7.8387366e-08,9364
CD3E,SLC3A2,CUBN,SLC3A2@CUBN,T Cell,-1.364163e-06,3.5553487e-07,9364
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,T Cell,3.1127954e-06,1.6473837e-06,9364
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,T Cell,3.176465e-06,1.053116e-06,9364
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,T Cell,-1.8695344e-05,9.711975e-06,9364
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,T Cell,8.136599e-06,2.33069e-06,9364
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,T Cell,3.6558529e-06,9.117878e-07,9364
CD3E,CUBN,SLC11A2,CUBN@SLC11A2,T Cell,-2.0785417e-07,7.0009044e-08,9364
CD3E,SLC11A2,CUBN,SLC11A2@CUBN,T Cell,-6.8929114e-07,3.599291e-07,9364
CD3E,SLC7A5,SLC7A5,SLC7A5@SLC7A5,T Cell,8.788892e-06,3.092393e-06,9364
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,T Cell,-7.346254e-08,2.1827844e-08,9364
CD3E,SLC6A17,SLC6A17,SLC6A17@SLC6A17,T Cell,1.807877e-05,5.5098894e-06,9364
CD3E,SLC6A17,SLC6A9,SLC6A17@SLC6A9,T Cell,-9.584876e-07,2.7559932e-07,9364
CD3E,SLC6A9,SLC6A17,SLC6A9@SLC6A17,T Cell,-1.2998737e-06,3.2344784e-07,9364
CD3E,SLC16A1,SLC22A5,SLC16A1@SLC22A5,T Cell,2.1983638e-07,1.5176977e-07,9364
CD3E,SLC22A5,SLC16A1,SLC22A5@SLC16A1,T Cell,-1.741432e-06,2.979853e-07,9364
CD3E,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,T Cell,-1.5476219e-06,4.0415077e-07,9364
CD3E,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,T Cell,-7.5419695e-07,2.3283282e-07,9364
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,T Cell,5.4272977e-07,3.3753832e-07,9364
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,T Cell,-1.2270912e-06,1.9701687e-07,9364
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,T Cell,-9.722518e-07,2.711002e-07,9364
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,T Cell,4.991658e-07,1.2012579e-07,9364
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,T Cell,4.6663026e-06,1.009728e-06,9364
CD3E,SLC12A2,SLC12A2,SLC12A2@SLC12A2,T Cell,-1.0569315e-06,4.1222353e-07,9364
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,T Cell,2.116734e-07,6.2653434e-08,9364
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,T Cell,-3.4491458e-07,3.107795e-07,9364
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,T Cell,1.2160316e-06,2.4334898e-07,9364
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,T Cell,4.585025e-06,1.1644456e-06,9364
CD3E,SLC22A5,SLC5A3,SLC22A5@SLC5A3,T Cell,-1.0830832e-06,2.620413e-07,9364
CD3E,SLC5A3,SLC22A5,SLC5A3@SLC22A5,T Cell,-1.6994558e-07,3.0765495e-08,9364
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,T Cell,4.442728e-08,1.376022e-08,9364
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,T Cell,-6.9935324e-10,4.9759047e-10,9364
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,T Cell,2.8645566e-06,7.729086e-07,9364
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,T Cell,6.428267e-06,1.1620832e-06,9364
CD3E,SLC1A5,SLC5A3,SLC1A5@SLC5A3,T Cell,-1.06372894e-07,8.172703e-08,9364
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,T Cell,9.211092e-07,4.7699757e-07,9364
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,T Cell,1.5627326e-06,2.7146086e-07,9364
CD3E,SLC29A1,SLC5A3,SLC29A1@SLC5A3,T Cell,1.9026425e-05,6.004051e-06,9364
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,T Cell,4.2512065e-06,7.50611e-07,9364
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,T Cell,-1.750543e-07,3.3393892e-08,9364
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,T Cell,8.5639876e-08,2.7649916e-08,9364
CD3E,ABCC2,SLCO2B1,ABCC2@SLCO2B1,T Cell,-5.28155e-07,2.1324455e-07,9364
CD3E,SLCO2B1,ABCC2,SLCO2B1@ABCC2,T Cell,-1.8415543e-06,3.579133e-07,9364
CD3E,ABCC1,SLCO2B1,ABCC1@SLCO2B1,T Cell,-8.944533e-06,2.6067037e-06,9364
CD3E,SLCO2B1,ABCC1,SLCO2B1@ABCC1,T Cell,-3.0182357e-06,6.220476e-07,9364
CD3E,ABCC1,SLC16A1,ABCC1@SLC16A1,T Cell,7.699604e-08,4.8303423e-08,9364
CD3E,SLC16A1,ABCC1,SLC16A1@ABCC1,T Cell,-7.593469e-07,2.623066e-07,9364
CD3E,ABCC2,SLC16A1,ABCC2@SLC16A1,T Cell,-6.0116054e-07,3.393493e-07,9364
CD3E,SLC16A1,ABCC2,SLC16A1@ABCC2,T Cell,-5.101462e-07,2.9157192e-07,9364
CD3E,ABCC2,ABCB1,ABCC2@ABCB1,T Cell,3.7475886e-07,1.221476e-07,9364
CD3E,ABCC4,SLCO2B1,ABCC4@SLCO2B1,T Cell,-1.8562185e-06,4.6691596e-07,9364
CD3E,SLCO2B1,ABCC4,SLCO2B1@ABCC4,T Cell,-6.5299537e-07,1.3140914e-07,9364
CD3E,SLCO2B1,ABCC3,SLCO2B1@ABCC3,T Cell,-3.8952228e-07,8.281898e-08,9364
CD3E,ABCC4,SLC16A1,ABCC4@SLC16A1,T Cell,1.5433795e-07,4.3865814e-08,9364
CD3E,SLC16A1,ABCC4,SLC16A1@ABCC4,T Cell,-6.0761124e-07,2.1621719e-07,9364
CD3E,SLC23A2,SLC23A2,SLC23A2@SLC23A2,T Cell,-1.3028748e-06,2.4136335e-07,9364
CD3E,SCARB1,SCARB1,SCARB1@SCARB1,T Cell,2.4053606e-06,5.123973e-07,9364
CD3E,ABCA1,ABCA1,ABCA1@ABCA1,other,-6.9122603e-07,2.3992802e-06,103187
CD3E,ATP7A,ATP7A,ATP7A@ATP7A,other,-5.7639166e-08,1.8880172e-07,103187
CD3E,SLC16A4,SLC16A4,SLC16A4@SLC16A4,other,1.6318094e-06,4.610267e-06,103187
CD3E,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,other,-2.8094226e-07,8.0431386e-07,103187
CD3E,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,other,4.0314427e-07,1.1515498e-06,103187
CD3E,SLC16A1,SLC16A1,SLC16A1@SLC16A1,other,1.11150484e-07,3.2078734e-07,103187
CD3E,SLC16A1,SLC16A4,SLC16A1@SLC16A4,other,3.964794e-07,1.2319543e-06,103187
CD3E,SLC16A4,SLC16A1,SLC16A4@SLC16A1,other,9.288725e-07,2.6615514e-06,103187
CD3E,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,other,-3.3335318e-06,9.467619e-06,103187
CD3E,SLC29A1,SLC29A1,SLC29A1@SLC29A1,other,2.0094822e-06,5.9366703e-06,103187
CD3E,CD38,CD38,CD38@CD38,other,-2.9133764e-07,8.527448e-07,103187
CD3E,ATP7B,TAP1,ATP7B@TAP1,other,-9.569868e-10,3.1994443e-09,103187
CD3E,ATP7A,TAP1,ATP7A@TAP1,other,9.0377154e-07,2.5808645e-06,103187
CD3E,TAP1,ATP7A,TAP1@ATP7A,other,1.355687e-07,3.9879345e-07,103187
CD3E,TAP1,TAP1,TAP1@TAP1,other,1.7380552e-06,5.0157196e-06,103187
CD3E,ABCC2,ABCC2,ABCC2@ABCC2,other,7.65669e-09,2.1866489e-08,103187
CD3E,SLC39A8,SLC39A8,SLC39A8@SLC39A8,other,2.6545734e-09,7.573737e-09,103187
CD3E,CLCN5,CLCN5,CLCN5@CLCN5,other,2.4241029e-08,8.445316e-08,103187
CD3E,CLCN3,CLCN3,CLCN3@CLCN3,other,1.2256028e-06,4.3361924e-06,103187
CD3E,CLCN3,CLCN5,CLCN3@CLCN5,other,2.459038e-07,8.2856286e-07,103187
CD3E,CLCN5,CLCN3,CLCN5@CLCN3,other,2.8318203e-07,8.216754e-07,103187
CD3E,CD36,CD36,CD36@CD36,other,-8.006582e-09,2.3436137e-08,103187
CD3E,SLC1A3,SLC1A3,SLC1A3@SLC1A3,other,3.911829e-09,1.4065437e-08,103187
CD3E,SLC2A1,SLC2A1,SLC2A1@SLC2A1,other,-7.0006565e-09,2.1807105e-08,103187
CD3E,SLC2A3,SLC2A3,SLC2A3@SLC2A3,other,1.7710247e-06,5.201663e-06,103187
CD3E,SLC2A1,SLC2A3,SLC2A1@SLC2A3,other,5.472925e-08,2.0066861e-07,103187
CD3E,SLC2A3,SLC2A1,SLC2A3@SLC2A1,other,2.745862e-07,7.720089e-07,103187
CD3E,ABCB1,SLCO2B1,ABCB1@SLCO2B1,other,-1.5255056e-09,4.8362896e-09,103187
CD3E,SLCO2B1,ABCB1,SLCO2B1@ABCB1,other,6.4606985e-07,1.8319071e-06,103187
CD3E,CHRNA5,SLC29A1,CHRNA5@SLC29A1,other,-1.4451591e-07,4.207001e-07,103187
CD3E,SLC29A1,CHRNA5,SLC29A1@CHRNA5,other,-8.19804e-08,2.8949214e-07,103187
CD3E,CD36,MSR1,CD36@MSR1,other,-4.1401742e-07,1.4787635e-06,103187
CD3E,MSR1,CD36,MSR1@CD36,other,-2.599876e-07,7.3796383e-07,103187
CD3E,CD36,CPT1A,CD36@CPT1A,other,3.5840583e-07,1.0145149e-06,103187
CD3E,CPT1A,CD36,CPT1A@CD36,other,1.9637528e-10,6.888154e-10,103187
CD3E,MSR1,MSR1,MSR1@MSR1,other,-1.950992e-06,5.7852967e-06,103187
CD3E,CPT1A,MSR1,CPT1A@MSR1,other,-1.134638e-06,3.2283338e-06,103187
CD3E,MSR1,CPT1A,MSR1@CPT1A,other,-4.223491e-08,1.1923186e-07,103187
CD3E,CPT1A,CPT1A,CPT1A@CPT1A,other,1.5189586e-07,5.0479184e-07,103187
CD3E,FOLR2,FOLR2,FOLR2@FOLR2,other,-3.4422637e-08,9.8056276e-08,103187
CD3E,ABCC2,ABCC4,ABCC2@ABCC4,other,-2.7649456e-08,7.879431e-08,103187
CD3E,ABCC1,ABCC1,ABCC1@ABCC1,other,1.5661537e-07,4.5134283e-07,103187
CD3E,ABCC1,ABCC4,ABCC1@ABCC4,other,6.591996e-09,2.0864107e-08,103187
CD3E,ABCC4,ABCC1,ABCC4@ABCC1,other,-4.012513e-09,1.3058813e-08,103187
CD3E,LRP1,LRP1,LRP1@LRP1,other,-1.3257176e-06,3.8421217e-06,103187
CD3E,CUBN,SLC3A2,CUBN@SLC3A2,other,2.2060364e-08,6.669566e-08,103187
CD3E,SLC3A2,CUBN,SLC3A2@CUBN,other,-1.6144205e-07,4.6047413e-07,103187
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,other,3.5984397e-07,1.136987e-06,103187
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,other,3.5920306e-07,1.0481747e-06,103187
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,other,-2.2211245e-06,6.9551115e-06,103187
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,other,9.1294294e-07,2.6487185e-06,103187
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,other,4.0646623e-07,1.1634803e-06,103187
CD3E,CUBN,SLC11A2,CUBN@SLC11A2,other,-2.5334405e-08,7.3710204e-08,103187
CD3E,SLC11A2,CUBN,SLC11A2@CUBN,other,-7.94364e-08,2.4919342e-07,103187
CD3E,SLC7A5,SLC7A5,SLC7A5@SLC7A5,other,1.078417e-06,3.1671952e-06,103187
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,other,-8.815491e-09,2.5407225e-08,103187
CD3E,SLC6A17,SLC6A17,SLC6A17@SLC6A17,other,2.126783e-06,6.140587e-06,103187
CD3E,SLC6A17,SLC6A9,SLC6A17@SLC6A9,other,-1.0603611e-07,3.0838518e-07,103187
CD3E,SLC6A9,SLC6A17,SLC6A9@SLC6A17,other,-1.4951397e-07,4.267446e-07,103187
CD3E,SLC16A1,SLC22A5,SLC16A1@SLC22A5,other,2.5306644e-08,8.6176215e-08,103187
CD3E,SLC22A5,SLC16A1,SLC22A5@SLC16A1,other,-2.0082747e-07,5.6393395e-07,103187
CD3E,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,other,-1.7863111e-07,5.1172265e-07,103187
CD3E,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,other,-8.5325425e-08,2.487344e-07,103187
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,other,6.4345315e-08,2.1366156e-07,103187
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,other,-1.4146272e-07,3.9646724e-07,103187
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,other,-1.1231787e-07,3.2260172e-07,103187
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,other,5.8971267e-08,1.6716767e-07,103187
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,other,5.331618e-07,1.5116818e-06,103187
CD3E,SLC12A2,SLC12A2,SLC12A2@SLC12A2,other,-1.2458452e-07,3.6813444e-07,103187
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,other,2.5416321e-08,7.347975e-08,103187
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,other,-4.2965038e-08,1.6271797e-07,103187
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,other,1.4258846e-07,4.0165617e-07,103187
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,other,5.3177047e-07,1.517264e-06,103187
CD3E,SLC22A5,SLC5A3,SLC22A5@SLC5A3,other,-1.2252109e-07,3.504254e-07,103187
CD3E,SLC5A3,SLC22A5,SLC5A3@SLC22A5,other,-1.9357582e-08,5.4448584e-08,103187
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,other,5.1981823e-09,1.512016e-08,103187
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,other,-8.2148656e-11,2.8297606e-10,103187
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,other,3.384075e-07,9.727502e-07,103187
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,other,7.3933387e-07,2.0813377e-06,103187
CD3E,SLC1A5,SLC5A3,SLC1A5@SLC5A3,other,-1.2258234e-08,4.34504e-08,103187
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,other,1.07853495e-07,3.3758553e-07,103187
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,other,1.8238237e-07,5.116904e-07,103187
CD3E,SLC29A1,SLC5A3,SLC29A1@SLC5A3,other,2.175189e-06,6.3475572e-06,103187
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,other,5.001969e-07,1.403994e-06,103187
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,other,-2.0253825e-08,5.706816e-08,103187
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,other,1.0425817e-08,3.0268197e-08,103187
CD3E,ABCC2,SLCO2B1,ABCC2@SLCO2B1,other,-6.3461314e-08,1.912946e-07,103187
CD3E,SLCO2B1,ABCC2,SLCO2B1@ABCC2,other,-2.1157429e-07,5.957735e-07,103187
CD3E,ABCC1,SLCO2B1,ABCC1@SLCO2B1,other,-1.0431779e-06,3.004643e-06,103187
CD3E,SLCO2B1,ABCC1,SLCO2B1@ABCC1,other,-3.508979e-07,9.90669e-07,103187
CD3E,ABCC1,SLC16A1,ABCC1@SLC16A1,other,9.067626e-09,2.9980068e-08,103187
CD3E,SLC16A1,ABCC1,SLC16A1@ABCC1,other,-8.827451e-08,2.5808203e-07,103187
CD3E,ABCC2,SLC16A1,ABCC2@SLC16A1,other,-7.259292e-08,2.3344148e-07,103187
CD3E,SLC16A1,ABCC2,SLC16A1@ABCC2,other,-5.8384003e-08,1.8845545e-07,103187
CD3E,ABCC2,ABCB1,ABCC2@ABCB1,other,4.172538e-08,1.2210185e-07,103187
CD3E,ABCC4,SLCO2B1,ABCC4@SLCO2B1,other,-2.1499852e-07,6.133754e-07,103187
CD3E,SLCO2B1,ABCC4,SLCO2B1@ABCC4,other,-7.4005634e-08,2.0918476e-07,103187
CD3E,SLCO2B1,ABCC3,SLCO2B1@ABCC3,other,-4.401916e-08,1.2493547e-07,103187
CD3E,ABCC4,SLC16A1,ABCC4@SLC16A1,other,1.7563206e-08,5.0562853e-08,103187
CD3E,SLC16A1,ABCC4,SLC16A1@ABCC4,other,-7.000902e-08,2.0662766e-07,103187
CD3E,SLC23A2,SLC23A2,SLC23A2@SLC23A2,other,-1.5345428e-07,4.3171568e-07,103187
CD3E,SCARB1,SCARB1,SCARB1@SCARB1,other,2.73709e-07,7.766515e-07,103187
CD4,ABCA1,ABCA1,ABCA1@ABCA1,T Cell,0.0003898846,8.857236e-05,9364
CD4,ATP7A,ATP7A,ATP7A@ATP7A,T Cell,0.0,0.0,9364
CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,T Cell,0.0009816027,0.0006953683,9364
CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,T Cell,-1.1232303e-06,3.8035247e-07,9364
CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,T Cell,0.001384551,0.0010015285,9364
CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,T Cell,-2.5895348e-05,1.27855565e-05,9364
CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,T Cell,-1.2477594e-05,1.0088463e-05,9364
CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,T Cell,-1.557591e-05,2.5891e-06,9364
CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,T Cell,-2.5591005e-05,2.1597662e-05,9364
CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,T Cell,1.007439e-08,3.9543666e-09,9364
CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,T Cell,-4.934957e-05,0.00016232958,9364
CD4,CD38,CD38,CD38@CD38,T Cell,-1.320437e-06,6.3048035e-05,9364
CD4,TAP1,TAP1,TAP1@TAP1,T Cell,0.00043041108,0.0005097766,9364
CD4,ATP7B,TAP1,ATP7B@TAP1,T Cell,2.468387e-07,5.1800926e-06,9364
CD4,ATP7A,TAP1,ATP7A@TAP1,T Cell,1.3783425e-05,7.027884e-05,9364
CD4,TAP1,ATP7A,TAP1@ATP7A,T Cell,-4.3890068e-07,3.8963967e-06,9364
CD4,ABCC2,ABCC2,ABCC2@ABCC2,T Cell,0.0,0.0,9364
CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,T Cell,4.3908406e-09,8.875794e-08,9364
CD4,CLCN3,CLCN5,CLCN3@CLCN5,T Cell,-1.2667148e-05,4.699123e-06,9364
CD4,CLCN5,CLCN3,CLCN5@CLCN3,T Cell,-1.4886371e-09,3.4816207e-08,9364
CD4,CLCN3,CLCN3,CLCN3@CLCN3,T Cell,-7.074354e-05,1.4495001e-05,9364
CD4,CD36,CD36,CD36@CD36,T Cell,1.9074208e-05,3.8079063e-05,9364
CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,T Cell,3.550755e-07,5.8956543e-06,9364
CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,T Cell,-1.1254617e-05,0.00014892204,9364
CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,T Cell,-5.893929e-06,0.000120698394,9364
CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,T Cell,-7.051852e-05,0.00045868693,9364
CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,T Cell,-2.1919598e-06,4.4404354e-05,9364
CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,T Cell,-5.385463e-08,1.2808198e-06,9364
CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,T Cell,2.5352429e-05,5.6590055e-05,9364
CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,T Cell,-6.9367874e-05,2.600673e-05,9364
CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,T Cell,2.018066e-07,4.119185e-06,9364
CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,T Cell,-1.8837358e-05,5.115613e-06,9364
CD4,MSR1,MSR1,MSR1@MSR1,T Cell,0.0018265825,0.00022721376,9364
CD4,CD36,CPT1A,CD36@CPT1A,T Cell,-1.1485383e-06,2.3727134e-05,9364
CD4,CPT1A,CD36,CPT1A@CD36,T Cell,2.006989e-05,7.5714506e-06,9364
CD4,CPT1A,CPT1A,CPT1A@CPT1A,T Cell,7.6273904e-10,1.7427274e-08,9364
CD4,CD36,MSR1,CD36@MSR1,T Cell,0.0003655432,9.498066e-05,9364
CD4,MSR1,CD36,MSR1@CD36,T Cell,0.00012621771,4.4659904e-05,9364
CD4,CPT1A,MSR1,CPT1A@MSR1,T Cell,0.00039563843,0.00018667719,9364
CD4,MSR1,CPT1A,MSR1@CPT1A,T Cell,1.7815243e-07,2.7787853e-05,9364
CD4,ABCC3,FOLR2,ABCC3@FOLR2,T Cell,2.7927612e-08,5.660759e-07,9364
CD4,FOLR2,FOLR2,FOLR2@FOLR2,T Cell,2.6644468e-05,4.527311e-05,9364
CD4,ABCC1,ABCC1,ABCC1@ABCC1,T Cell,8.685468e-07,1.760599e-05,9364
CD4,ABCC4,ABCC1,ABCC4@ABCC1,T Cell,1.5349164e-07,3.4079326e-06,9364
CD4,LRP1,LRP1,LRP1@LRP1,T Cell,-2.4175062e-05,6.7854686e-05,9364
CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,T Cell,-4.44442e-05,4.2282387e-05,9364
CD4,CUBN,SLC11A2,CUBN@SLC11A2,T Cell,-1.01587655e-10,2.492968e-09,9364
CD4,CUBN,SLC3A2,CUBN@SLC3A2,T Cell,5.708969e-11,1.142957e-09,9364
CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,T Cell,2.2026787e-05,2.8348142e-05,9364
